year,originPackage,originClass,originLocation,destPackage,destClass,destLocation,duplicateSize
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,CharacterType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/CharacterType.java|(8488,224,<260,0>,<274,9>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,BlobType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/BlobType.java|(3575,224,<114,0>,<128,9>)",10
2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcRowIdTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcRowIdTest.java|(1952,223,<47,0>,<58,32>)",hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcParameterMetaDataTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcParameterMetaDataTest.java|(1903,223,<45,0>,<56,32>)",8
2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcClobTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcClobTest.java|(2059,164,<51,0>,<59,5>)",hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcCallableStatementWhileClosedTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcCallableStatementWhileClosedTest.java|(2436,172,<61,0>,<69,5>)",6
2007,base.trunk.src.org.hsqldb.test,TestSchemaParse,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestSchemaParse.java|(1599,169,<31,0>,<37,26>)",base.trunk.src.org.hsqldb.test,TestHarness,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestHarness.java|(1735,169,<37,0>,<43,26>)",5
2007,base.trunk.src.org.hsqldb.jdbc,jdbcResultSet,"|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcResultSet.java|(1599,172,<31,0>,<37,28>)",base.trunk.test.org.hsqldb.jdbc,jdbcPreparedStatementTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcPreparedStatementTest.java|(1630,178,<31,0>,<37,28>)",5
2007,base.trunk.test.org.hsqldb.jdbc,jdbcCallableStatementTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcCallableStatementTest.java|(2295,165,<57,0>,<64,25>)",base.trunk.test.org.hsqldb.jdbc,jdbcConnectionTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcConnectionTest.java|(2346,165,<59,0>,<66,25>)",5
2007,base.trunk.src.org.hsqldb.types,ClobType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/ClobType.java|(3030,416,<102,0>,<116,9>)",base.trunk.src.org.hsqldb.types,BlobType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BlobType.java|(3091,416,<106,0>,<120,9>)",11
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,LongKeyHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/LongKeyHashMap.java|(4544,451,<169,0>,<188,29>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,LongKeyIntValueHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/LongKeyIntValueHashMap.java|(4194,451,<156,0>,<175,29>)",14
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,MultiValueHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/MultiValueHashMap.java|(4292,157,<151,0>,<158,29>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,HashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/HashMap.java|(4281,157,<157,0>,<164,29>)",5
2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcParameterMetaDataTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcParameterMetaDataTest.java|(1903,189,<45,0>,<54,5>)",hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcDataSourceFactoryTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcDataSourceFactoryTest.java|(2030,189,<48,0>,<57,5>)",7
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.test,TestQuotes,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/test/TestQuotes.java|(1599,204,<31,0>,<38,26>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.test,TestAllTypes,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/test/TestAllTypes.java|(1599,204,<31,0>,<38,26>)",6
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,NumberType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/NumberType.java|(32852,186,<1033,0>,<1042,23>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,DateTimeType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/DateTimeType.java|(15611,186,<512,0>,<521,23>)",6
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,IntervalType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/IntervalType.java|(12013,224,<379,0>,<393,9>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,BooleanType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/BooleanType.java|(2974,224,<99,0>,<113,9>)",10
2007,base.trunk.src.org.hsqldb.test,TestMerge,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestMerge.java|(1599,307,<31,0>,<42,34>)",base.trunk.src.org.hsqldb.test,TestMultiInsert,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestMultiInsert.java|(1599,307,<31,0>,<42,34>)",9
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,ClobType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/ClobType.java|(3948,233,<132,0>,<139,70>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,BlobType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/BlobType.java|(4009,233,<136,0>,<143,70>)",5
2007,base.trunk.src.org.hsqldb.store,ReusableObjectCache,"|java+compilationUnit:///base/trunk/src/org/hsqldb/store/ReusableObjectCache.java|(1768,119,<40,0>,<45,5>)",base.trunk.src.org.hsqldb.test,AllSimpleTests,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/AllSimpleTests.java|(1687,119,<37,0>,<42,5>)",5
2007,base.trunk.test.org.hsqldb.jdbc,jdbcDataSourceTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcDataSourceTest.java|(2085,165,<50,0>,<57,25>)",base.trunk.test.org.hsqldb.jdbc,jdbcBlobTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcBlobTest.java|(2076,165,<50,0>,<57,25>)",5
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb,Parser,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/Parser.java|(100065,109,<3489,0>,<3494,5>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb,DDLParser,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/DDLParser.java|(6741,109,<248,0>,<253,5>)",5
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,HashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/HashMap.java|(3102,139,<98,0>,<107,5>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,LongKeyHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/LongKeyHashMap.java|(3094,139,<99,0>,<108,5>)",6
2007,base.trunk.src.org.hsqldb.util,DatabaseManagerSwing,"|java+compilationUnit:///base/trunk/src/org/hsqldb/util/DatabaseManagerSwing.java|(22397,308,<563,0>,<570,35>)",base.trunk.src.org.hsqldb.util,DatabaseManager,"|java+compilationUnit:///base/trunk/src/org/hsqldb/util/DatabaseManager.java|(9805,338,<294,0>,<301,35>)",6
2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcDatabaseMetaDataTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcDatabaseMetaDataTest.java|(4356,189,<118,0>,<127,5>)",hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcRowIdTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcRowIdTest.java|(1952,189,<47,0>,<56,5>)",7
2007,base.trunk.src.org.hsqldb.lib,IntKeyHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyHashMap.java|(4530,451,<169,0>,<188,29>)",base.trunk.src.org.hsqldb.lib,LongKeyHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyHashMap.java|(3747,451,<134,0>,<153,29>)",14
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,IntervalType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/IntervalType.java|(28015,190,<811,0>,<816,5>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,CharacterType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/CharacterType.java|(16028,190,<511,0>,<516,5>)",5
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.index,Index,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/index/Index.java|(7673,396,<180,0>,<201,43>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb,NumberSequence,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/NumberSequence.java|(3967,345,<130,0>,<148,43>)",13
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,BlobType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/BlobType.java|(3582,217,<116,0>,<128,9>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,BooleanType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/BooleanType.java|(2981,217,<101,0>,<113,9>)",9
2007,base.trunk.src.org.hsqldb.types,ClobType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/ClobType.java|(2060,211,<50,0>,<57,36>)",base.trunk.src.org.hsqldb.types,BlobType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BlobType.java|(2057,211,<50,0>,<57,36>)",5
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.util,DatabaseManager,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/util/DatabaseManager.java|(33412,319,<1183,0>,<1199,42>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.util,DatabaseManagerSwing,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/util/DatabaseManagerSwing.java|(64916,319,<1893,0>,<1909,42>)",11
2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcNClobTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcNClobTest.java|(1993,223,<49,0>,<60,32>)",hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcParameterMetaDataTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcParameterMetaDataTest.java|(1903,223,<45,0>,<56,32>)",8
2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcConnectionPrepareCallTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcConnectionPrepareCallTest.java|(2187,417,<50,0>,<61,61>)",hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcConnectionPrepareStatementTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcConnectionPrepareStatementTest.java|(2197,417,<50,0>,<61,61>)",10
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.jdbc.pool,ManagedPoolDataSource,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/jdbc/pool/ManagedPoolDataSource.java|(19386,1356,<468,0>,<493,88>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.jdbc,jdbcPreparedStatement,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/jdbc/jdbcPreparedStatement.java|(146494,1356,<3509,0>,<3534,88>)",5
2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcRowIdTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcRowIdTest.java|(1952,223,<47,0>,<58,32>)",hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,JdbcSuite,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/JdbcSuite.java|(1914,390,<46,0>,<65,32>)",8
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,NullType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/NullType.java|(2115,149,<57,0>,<65,5>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,OtherType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/OtherType.java|(2404,217,<68,0>,<80,5>)",6
2007,base.trunk.src.org.hsqldb.rowio,RowOutputText,"|java+compilationUnit:///base/trunk/src/org/hsqldb/rowio/RowOutputText.java|(1905,295,<43,0>,<50,29>)",base.trunk.src.org.hsqldb.rowio,RowOutputBase,"|java+compilationUnit:///base/trunk/src/org/hsqldb/rowio/RowOutputBase.java|(1893,295,<43,0>,<50,29>)",7
2007,base.trunk.src.org.hsqldb.types,NumberType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/NumberType.java|(32773,186,<1029,0>,<1038,23>)",base.trunk.src.org.hsqldb.types,IntervalType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/IntervalType.java|(21942,186,<665,0>,<674,23>)",6
2007,base.trunk.test.org.hsqldb.jdbc,jdbcParameterMetaDataTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcParameterMetaDataTest.java|(1974,165,<46,0>,<53,25>)",base.trunk.test.org.hsqldb.jdbc,jdbcNClobTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcNClobTest.java|(2068,165,<50,0>,<57,25>)",5
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,LongKeyHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/LongKeyHashMap.java|(4586,248,<170,0>,<180,41>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,MultiValueHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/MultiValueHashMap.java|(4846,248,<175,0>,<185,41>)",7
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb,LegacyFunction,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/LegacyFunction.java|(6153,198,<168,0>,<174,5>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb,SQLFunction,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/SQLFunction.java|(53412,198,<1467,0>,<1473,5>)",5
2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,JdbcScriptedTestCase,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/JdbcScriptedTestCase.java|(3769,207,<116,0>,<122,13>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.test,TestUtil,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/test/TestUtil.java|(3711,213,<104,0>,<110,17>)",5
2007,base.trunk.src.org.hsqldb.test,TestBug808460,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestBug808460.java|(2932,158,<85,0>,<91,1>)",base.trunk.src.org.hsqldb.test,TestINPredicateParameterizationAndCorrelation,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestINPredicateParameterizationAndCorrelation.java|(5552,158,<174,0>,<180,1>)",5
2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcBlobTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcBlobTest.java|(2001,223,<49,0>,<60,32>)",hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcSavepointTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcSavepointTest.java|(1962,223,<47,0>,<58,32>)",8
2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcConnectionPrepareStatementTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcConnectionPrepareStatementTest.java|(6484,123,<175,0>,<180,1>)",hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcConnectionTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcConnectionTest.java|(16617,199,<601,0>,<607,17>)",5
2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,JdbcSuite,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/JdbcSuite.java|(1939,213,<47,0>,<58,5>)",hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcNClobTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcNClobTest.java|(2018,164,<50,0>,<58,5>)",6
2007,base.trunk.src.org.hsqldb.types,IntervalType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/IntervalType.java|(21942,186,<665,0>,<674,23>)",base.trunk.src.org.hsqldb.types,NumberType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/NumberType.java|(32773,186,<1029,0>,<1038,23>)",6
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.test,TestLikePredicateOptimizations,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/test/TestLikePredicateOptimizations.java|(6185,316,<202,0>,<212,34>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.test,TestDatabaseMetaData,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/test/TestDatabaseMetaData.java|(8491,257,<213,0>,<222,34>)",6
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.jdbc,jdbcDatabaseMetaData,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/jdbc/jdbcDatabaseMetaData.java|(261295,1516,<6142,0>,<6170,5>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.jdbc,jdbcParameterMetaData,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/jdbc/jdbcParameterMetaData.java|(10497,1539,<278,0>,<307,5>)",8
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.jdbc,jdbcResultSetMetaData,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/jdbc/jdbcResultSetMetaData.java|(37379,1356,<912,0>,<937,88>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.jdbc,jdbcResultSet,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/jdbc/jdbcResultSet.java|(301787,1356,<6878,0>,<6903,88>)",5
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,IntKeyIntValueHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/IntKeyIntValueHashMap.java|(3389,352,<114,0>,<136,36>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,LongKeyHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/LongKeyHashMap.java|(3094,352,<99,0>,<121,36>)",14
2007,base.trunk.src.org.hsqldb.test,TestBug1191815,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestBug1191815.java|(3861,158,<117,0>,<123,1>)",base.trunk.src.org.hsqldb.test,TestBug808460,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestBug808460.java|(2932,158,<85,0>,<91,1>)",5
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,IntervalType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/IntervalType.java|(12505,490,<403,0>,<412,44>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb,Types,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/Types.java|(31615,490,<913,0>,<922,44>)",9
2007,base.trunk.src.org.hsqldb.lib,IntKeyIntValueHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyIntValueHashMap.java|(4874,451,<184,0>,<203,29>)",base.trunk.src.org.hsqldb.lib,IntKeyHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyHashMap.java|(3736,451,<134,0>,<153,29>)",14
2007,base.trunk.src.org.hsqldb.test,TestDatabaseMetaData,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestDatabaseMetaData.java|(1599,185,<31,0>,<37,34>)",base.trunk.src.org.hsqldb.test,TestSql,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestSql.java|(1599,185,<31,0>,<37,34>)",5
2007,base.trunk.test.org.hsqldb.jdbc,UtilTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/UtilTest.java|(11657,173,<276,0>,<283,25>)",base.trunk.test.org.hsqldb.jdbc,jdbcDatabaseMetaDataTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcDatabaseMetaDataTest.java|(4542,165,<120,0>,<127,25>)",5
2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcRowIdTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcRowIdTest.java|(1952,189,<47,0>,<56,5>)",hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcConnectionTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcConnectionTest.java|(2262,189,<58,0>,<67,5>)",7
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.jdbc,jdbcConnection,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/jdbc/jdbcConnection.java|(129676,1357,<3170,0>,<3196,88>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.jdbc,jdbcDataSource,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/jdbc/jdbcDataSource.java|(10794,1356,<283,0>,<308,88>)",5
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.jdbc,jdbcPreparedStatement,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/jdbc/jdbcPreparedStatement.java|(146529,1402,<3510,0>,<3536,5>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.jdbc,jdbcResultSetMetaData,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/jdbc/jdbcResultSetMetaData.java|(37414,1402,<913,0>,<939,5>)",6
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.util,DatabaseManager,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/util/DatabaseManager.java|(6593,134,<171,0>,<177,30>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.util,DatabaseManagerSwing,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/util/DatabaseManagerSwing.java|(23988,134,<610,0>,<616,30>)",5
2007,base.trunk.src.org.hsqldb.test,TestBug785429,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestBug785429.java|(4994,158,<156,0>,<162,1>)",base.trunk.src.org.hsqldb.test,TestINPredicateParameterizationAndCorrelation,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestINPredicateParameterizationAndCorrelation.java|(5552,158,<174,0>,<180,1>)",5
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb,DDLParser,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/DDLParser.java|(29122,134,<960,0>,<966,13>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb,Parser,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/Parser.java|(16893,134,<463,0>,<469,13>)",5
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,OtherType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/OtherType.java|(3758,178,<134,0>,<143,9>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,BitType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/BitType.java|(8009,178,<273,0>,<282,9>)",6
2007,base.trunk.src.org.hsqldb.jdbc,jdbcStatement,"|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcStatement.java|(71634,1402,<1748,0>,<1774,5>)",base.trunk.src.org.hsqldb.jdbc,jdbcResultSet,"|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcResultSet.java|(286880,1402,<6645,0>,<6671,5>)",6
2007,base.trunk.src.org.hsqldb.types,BlobType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BlobType.java|(2779,224,<87,0>,<101,9>)",base.trunk.src.org.hsqldb.types,NumberType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/NumberType.java|(13426,224,<430,0>,<444,9>)",10
2007,base.trunk.src.org.hsqldb.types,BlobDataMemory,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BlobDataMemory.java|(5184,120,<174,0>,<182,5>)",base.trunk.src.org.hsqldb.types,BlobDataRemoteClient,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BlobDataRemoteClient.java|(4774,120,<143,0>,<151,5>)",6
